name_en,name_he,is_primary,family_en,atc_code,source,brand_names,source_deck,deck_topic,category_code,notes
Amoxapine,,True,TCAs,N06AA17,Slides,Asendin,11,Antidepressants,CNS,Also has dopamine-blocking activity
Clomipramine,,True,TCAs,N06AA04,Slides,Anafranil,11,Antidepressants,CNS,First-line TCA for OCD
Desipramine,,True,TCAs,N06AA01,Slides,Norpramin,11,Antidepressants,CNS,More NE-selective
Doxepin,,True,TCAs,N06AA12,Slides,"Sinequan, Silenor",11,Antidepressants,CNS,Low-dose for insomnia
Imipramine,,True,TCAs,N06AA02,Slides,Tofranil,11,Antidepressants,CNS,Prototypical TCA; also for enuresis
Maprotiline,,True,TCAs,N06AA21,Slides,Ludiomil,11,Antidepressants,CNS,Tetracyclic; mainly NE reuptake
Nortriptyline,,True,TCAs,N06AA10,Slides,Pamelor,11,Antidepressants,CNS,Active metabolite of amitriptyline
Protriptyline,,True,TCAs,N06AA11,Slides,Vivactil,11,Antidepressants,CNS,Activating; less sedation
Trimipramine,,True,TCAs,N06AA06,Slides,Surmontil,11,Antidepressants,CNS,Sedating; does not inhibit reuptake strongly
Isocarboxazid,,True,MAOIs,N06AF01,Slides,Marplan,11,Antidepressants,CNS,Non-selective irreversible MAOI
Phenelzine,,True,MAOIs,N06AF03,Slides,Nardil,11,Antidepressants,CNS,Non-selective irreversible MAOI
Selegiline,,True,MAOIs,N06AG02,Slides,"Emsam (patch), Eldepryl",11,Antidepressants,CNS,MAO-B selective at low dose; transdermal avoids food interactions
Tranylcypromine,,True,MAOIs,N06AF04,Slides,Parnate,11,Antidepressants,CNS,Non-selective irreversible MAOI
Moclobemide,,True,MAOIs,N06AG02,ATC,"Aurorix, Manerix",11,Antidepressants,CNS,Reversible MAO-A inhibitor (RIMA); fewer food interactions
Bupropion,,True,NDRI,N06AX12,Slides,"Wellbutrin, Zyban",11,Antidepressants,CNS,Also for smoking cessation; CI in bulimia/seizures
Mirtazapine,,True,NaSSA,N06AX11,Slides,Remeron,11,Antidepressants,CNS,Sedating; weight gain; no sexual dysfunction
Nefazodone,,True,SARIs,N06AX06,Slides,-,11,Antidepressants,CNS,Withdrawn in many countries (hepatotoxicity)
Trazodone,,True,SARIs,N06AX05,Slides,Desyrel,11,Antidepressants,CNS,Low dose widely used for insomnia
Vilazodone,,True,SMS,N06AX29,Slides,Viibryd,11,Antidepressants,CNS,SSRI + 5-HT1a partial agonist
Vortioxetine,,True,Multimodal,N06AX26,Slides,Trintellix (Brintellix),11,Antidepressants,CNS,Approved 2013; multimodal serotonergic
Lithium,,True,Lithium,N05AN01,Slides,"Lithobid, Eskalith",11,Antidepressants,CNS,Narrow therapeutic index; monitor thyroid & renal
Esketamine,,True,NMDA Antagonist,N06AX27,ATC,Spravato,11,Antidepressants,CNS,Intranasal; approved 2019 for treatment-resistant depression
Dextromethorphan/Bupropion,,True,NMDA+NDRI,N06AX,ATC,Auvelity,11,Antidepressants,CNS,Approved 2022; oral for MDD
Brexanolone,,True,Neurosteroid GABA-A,N05CD13,ATC,Zulresso,11,Antidepressants,CNS,IV infusion; approved 2019 for postpartum depression
Zuranolone,,True,Neurosteroid GABA-A,N05CD,ATC,Zurzuvae,11,Antidepressants,CNS,Oral; approved 2023 for postpartum depression
Agomelatine,,True,Melatonergic antidepressant,N06AX22,ATC,Valdoxan,11,Antidepressants,CNS,MT1/MT2 agonist + 5-HT2C antagonist; approved EU
Chlorpromazine,,True,FGA — Low Potency,N05AA01,Slides,Thorazine,12,Antipsychotics,CNS,"Prototype; also antiemetic; strong α-blockade, sedation"
Thioridazine,,True,FGA — Low Potency,N05AC02,Slides,-,12,Antipsychotics,CNS,Restricted use; QT prolongation risk
Fluphenazine,,True,FGA — High Potency,N05AB02,Slides,Prolixin,12,Antipsychotics,CNS,Available as LAI (decanoate); high EPS risk
Haloperidol,,True,FGA — High Potency,N05AD01,Slides,Haldol,12,Antipsychotics,CNS,Widely used; LAI available; antiemetic; Tourette's
Loxapine,,True,FGA — High Potency,N05AH01,Slides,"Loxitane, Adasuve",12,Antipsychotics,CNS,Also available as inhaled formulation
Perphenazine,,True,FGA — High Potency,N05AB03,Slides,Trilafon,12,Antipsychotics,CNS,
Pimozide,,True,FGA — High Potency,N05AG02,Slides,Orap,12,Antipsychotics,CNS,Tourette's; QT prolongation risk
Prochlorperazine,,True,FGA — High Potency,N05AB04,Slides,Compazine,12,Antipsychotics,CNS,Mainly used as antiemetic
Thiothixene,,True,FGA — High Potency,N05AF04,Slides,Navane,12,Antipsychotics,CNS,
Trifluoperazine,,True,FGA — High Potency,N05AB06,Slides,Stelazine,12,Antipsychotics,CNS,
Aripiprazole,,True,SGA (Atypical),N05AX12,Slides,Abilify,12,Antipsychotics,CNS,D2 partial agonist; lower metabolic risk; LAI available
Asenapine,,True,SGA (Atypical),N05AH05,Slides,Saphris,12,Antipsychotics,CNS,Sublingual
Clozapine,,True,SGA — Last Line,N05AH02,Slides,Clozaril,12,Antipsychotics,CNS,Treatment-resistant; agranulocytosis risk; requires blood monitoring
Iloperidone,,True,SGA (Atypical),N05AX13,Slides,Fanapt,12,Antipsychotics,CNS,
Lurasidone,,True,SGA (Atypical),N05AX15,Slides,Latuda,12,Antipsychotics,CNS,Low metabolic risk; also for bipolar depression
Olanzapine,,True,SGA (Atypical),N05AH03,Slides,Zyprexa,12,Antipsychotics,CNS,Effective but high weight gain and metabolic risk
Paliperidone,,True,SGA (Atypical),N05AX13,Slides,Invega,12,Antipsychotics,CNS,Active metabolite of risperidone; LAI available
Quetiapine,,True,SGA (Atypical),N05AH04,Slides,Seroquel,12,Antipsychotics,CNS,"Also used for bipolar, insomnia adjunct; sedating"
Risperidone,,True,SGA (Atypical),N05AX08,Slides,Risperdal,12,Antipsychotics,CNS,Widely used; LAI available; Tourette's; less relapse
Ziprasidone,,True,SGA (Atypical),N05AE04,Slides,Geodon,12,Antipsychotics,CNS,Lower weight gain; QT prolongation concern
Brexpiprazole,,True,D2 Partial Agonist,N05AX16,ATC,Rexulti,12,Antipsychotics,CNS,Approved 2015; D2/5-HT1A partial agonist; adjunct for MDD
Cariprazine,,True,D2 Partial Agonist,N05AX15,ATC,Vraylar,12,Antipsychotics,CNS,Approved 2015; D2/D3 partial agonist; schizophrenia + bipolar
Pimavanserin,,True,Selective 5-HT2A,N05AX17,ATC,Nuplazid,12,Antipsychotics,CNS,Approved 2016; Parkinson's disease psychosis; no D2 blockade
Lumateperone,,True,SGA (Atypical),N05AX,ATC,Caplyta,12,Antipsychotics,CNS,Approved 2019; dual 5-HT2A/D2; low EPS; schizophrenia + bipolar
Phenytoin,,True,Na+ Channel Blocker,N03AB02,Slides,Dilantin,13,Antiepileptics,CNS,1st line; zero-order kinetics; gingival hyperplasia; teratogenic; NOT for absence
Fosphenytoin,,True,Na+ Channel Blocker,N03AB05,Slides,Cerebyx,13,Antiepileptics,CNS,IV/IM prodrug of phenytoin; status epilepticus
Carbamazepine,,True,Na+ Channel Blocker,N03AF01,Slides,Tegretol,13,Antiepileptics,CNS,"2nd line; hyponatremia, rash; also bipolar & trigeminal neuralgia; NOT for absence"
Oxcarbazepine,,True,Na+ Channel Blocker,N03AF02,Slides,Trileptal,13,Antiepileptics,CNS,Analog of carbamazepine; fewer drug interactions
Eslicarbazepine,,True,Na+ Channel Blocker,N03AF04,Slides,Aptiom,13,Antiepileptics,CNS,Active metabolite of oxcarbazepine
Lacosamide,,True,Na+ Channel Blocker,N03AX18,Slides,Vimpat,13,Antiepileptics,CNS,Enhances slow inactivation of Na+ channels; few interactions; Schedule V
Ethosuximide,,True,Ca2+ Channel Blocker (T-type),N03AD01,Slides,Zarontin,13,Antiepileptics,CNS,2nd line; ONLY for generalized absence in children
Valproic acid,,True,Multiple Mechanism,N03AG01,Slides,"Depakote, Depakene",13,Antiepileptics,CNS,1st line; ↑GABA + blocks Na+/Ca2+; hepatotoxic <2yr; teratogenic (neural tube); also bipolar
Lamotrigine,,True,Multiple Mechanism,N03AX09,Slides,Lamictal,13,Antiepileptics,CNS,1st line; Na+/Ca2+ block; rash risk (SJS); titrate slowly; also bipolar; safe in elderly
Topiramate,,True,Multiple Mechanism,N03AX11,Slides,Topamax,13,Antiepileptics,CNS,1st line; Na+/Ca2+ block + NMDA antagonist; weight loss; paresthesias; kidney stones; also migraine
Levetiracetam,,True,Multiple Mechanism,N03AX14,Slides,Keppra,13,Antiepileptics,CNS,Broad spectrum; SV2A binding; few interactions; mood changes
Zonisamide,,True,Multiple Mechanism,N03AX15,Slides,Zonegran,13,Antiepileptics,CNS,Broad spectrum; multiple mechanisms
Rufinamide,,True,Multiple Mechanism,N03AX07,Slides,Banzel,13,Antiepileptics,CNS,Unknown mechanism; shortened QT; for Lennox-Gastaut
Felbamate,,True,Multiple Mechanism,N03AX10,Slides,Felbatol,13,Antiepileptics,CNS,Last resort; aplastic anemia + hepatic failure risk; for refractory epilepsy
Gabapentin,,True,Gabapentinoid,N03AX12,Slides,Neurontin,13,Antiepileptics,CNS,GABA analogue but not GABA-R; α2δ Ca2+ subunit; few interactions; also neuropathic pain; safe in elderly
Pregabalin,,True,Gabapentinoid,N03AX16,Slides,Lyrica,13,Antiepileptics,CNS,"Similar to gabapentin; also for neuropathic pain, fibromyalgia, GAD"
Diazepam,,False,BZD (antiepileptic),N05BA01,Slides,Valium,13,Antiepileptics,CNS,Status epilepticus (IV/rectal); also for myoclonic/atonic
Lorazepam,,False,BZD (antiepileptic),N05BA06,Slides,Ativan,13,Antiepileptics,CNS,Status epilepticus (IV); preferred over diazepam
Clonazepam,,False,BZD (antiepileptic),N03AE01,Slides,Klonopin,13,Antiepileptics,CNS,"Myoclonic, atonic seizures"
Clobazam,,True,BZD (antiepileptic),N05BA09,Slides,Onfi,13,Antiepileptics,CNS,Adjunct for Lennox-Gastaut
Phenobarbital,,False,Barbiturate,N03AA02,Slides,Luminal,13,Antiepileptics,CNS,Last line; ↑GABA + Na+ block; status epilepticus; sedation
Primidone,,True,Barbiturate,N03AA03,Slides,Mysoline,13,Antiepileptics,CNS,Metabolized to phenobarbital; last line
Tiagabine,,True,GABA Reuptake Inhibitor,N03AG06,Slides,Gabitril,13,Antiepileptics,CNS,Blocks GAT-1; adjunct for partial seizures
Vigabatrin,,True,GABA-T Inhibitor,N03AG04,Slides,Sabril,13,Antiepileptics,CNS,Irreversible GABA-T inhibitor; vision loss risk; SHARE program only
Perampanel,,True,AMPA Antagonist,N03AX22,Slides,Fycompa,13,Antiepileptics,CNS,Selective AMPA antagonist; psychiatric/behavioral side effects; long t½
Ezogabine,,True,K+ Channel Opener,N03AX21,Slides,Potiga,13,Antiepileptics,CNS,KCNQ2/3 opener; retinal/skin discoloration; withdrawn in many markets
Brivaracetam,,True,SV2A Ligand,N03AX23,ATC,Briviact,13,Antiepileptics,CNS,Approved 2016; higher SV2A affinity than levetiracetam; fewer mood effects
Cannabidiol (CBD),,True,Cannabinoid,N03AX24,ATC,Epidiolex,13,Antiepileptics,CNS,"Approved 2018; Dravet, Lennox-Gastaut, tuberous sclerosis"
Cenobamate,,True,Na+ + GABA-A,N03AX25,ATC,Xcopri,13,Antiepileptics,CNS,Approved 2019; focal seizures; slow titration required
Fenfluramine,,True,Serotonin Releaser,N03AX26,ATC,Fintepla,13,Antiepileptics,CNS,Approved 2020; Dravet syndrome; cardiac monitoring (echocardiogram)
Halothane,,True,Volatile (Inhaled) Anesthetics,N01AB01,Slides,Fluothane,14,Anesthetics,ANES,First modern volatile; hepatotoxicity risk; malignant hyperthermia risk; largely replaced
Isoflurane,,True,Volatile (Inhaled) Anesthetics,N01AB06,Slides,Forane,14,Anesthetics,ANES,No hepatic/renal toxicity; no arrhythmias; pungent (not for induction); cheap
Desflurane,,True,Volatile (Inhaled) Anesthetics,N01AB07,Slides,Suprane,14,Anesthetics,ANES,Rapid induction (low blood solubility); irritates airways; expensive; short procedures
Sevoflurane,,True,Volatile (Inhaled) Anesthetics,N01AB08,Slides,Ultane,14,Anesthetics,ANES,Non-irritating — suitable for pediatric induction; rapid onset/recovery; some renal risk
Nitrous oxide,,True,Volatile (Inhaled) Anesthetics,N01AX13,Slides,—,14,Anesthetics,ANES,"Potent analgesic, weak anesthetic; dental use; safest inhaled agent with adequate O2"
Propofol,,True,Propofol (Alkylphenol),N01AX10,Slides,Diprivan,14,Anesthetics,ANES,Lipid emulsion; 30-40s onset; no analgesia; mild antiemetic; replaced thiopental
Thiopental,,False,Barbiturates (Anesthetic),N01AF03,Slides,Pentothal,14,Anesthetics,ANES,Ultra-short acting; potent; no analgesia; bronchospasm risk; largely obsolete
Ketamine,,True,Ketamine (Phencyclidine derivative),N01AX03,Slides,Ketalar,14,Anesthetics,ANES,Dissociative; provides analgesia; raises BP/CO; bronchodilator; hallucinations
Etomidate,,True,Etomidate (Imidazole derivative),N01AX07,Slides,Amidate,14,Anesthetics,ANES,Short-acting; no CV effects; cortisol/aldosterone suppression; myoclonus
Dexmedetomidine,,True,Dexmedetomidine (Alpha-2 agonist),N05CM18,Slides,Precedex,14,Anesthetics,ANES,Alpha-2 agonist; no respiratory depression; sedative+analgesic+anxiolytic
Midazolam,,False,Benzodiazepines (Anesthetic use),N05CD08,Slides,"Dormicum, Versed",14,Anesthetics,ANES,Most common BZD in anesthesia; short-acting; anterograde amnesia
Diazepam,,False,Benzodiazepines (Anesthetic use),N05BA01,Slides,Valium,14,Anesthetics,ANES,Longer acting; used for premedication
Lorazepam,,False,Benzodiazepines (Anesthetic use),N05BA06,Slides,"Ativan, Lorivan",14,Anesthetics,ANES,Intermediate acting; premedication
Fentanyl,,False,Opioid Anesthetics,N01AH01,Slides,"Sublimaze, Duragesic",14,Anesthetics,ANES,80-100x morphine; most common opioid in anesthesia; cross-ref deck 05
Sufentanil,,False,Opioid Anesthetics,N01AH03,Slides,Sufenta,14,Anesthetics,ANES,5-10x fentanyl; cardiac surgery
Remifentanil,,False,Opioid Anesthetics,N01AH06,Slides,Ultiva,14,Anesthetics,ANES,Ultra-short acting; ester metabolism; predictable offset
Morphine,,False,Opioid Anesthetics,N02AA01,Slides,—,14,Anesthetics,ANES,Reference opioid; used IV/IT/epidural in anesthesia; cross-ref deck 05
Succinylcholine,,True,Depolarizing NMBs,M03AB01,Slides,"Anectine, Quelicin",14,Anesthetics,ANES,Only depolarizing NMB in use; ultra-short; malignant hyperthermia risk
Cisatracurium,,True,Non-depolarizing NMBs,M03AC11,Slides,Nimbex,14,Anesthetics,ANES,Hofmann degradation; organ-independent elimination
Pancuronium,,True,Non-depolarizing NMBs,M03AC01,Slides,Pavulon,14,Anesthetics,ANES,Long-acting; vagolytic (tachycardia)
Rocuronium,,True,Non-depolarizing NMBs,M03AC09,Slides,"Zemuron, Esmeron",14,Anesthetics,ANES,Rapid onset; intermediate duration; reversed by sugammadex
Vecuronium,,True,Non-depolarizing NMBs,M03AC03,Slides,Norcuron,14,Anesthetics,ANES,Intermediate duration; minimal CV effects; reversed by sugammadex
Lidocaine,,True,Local Anesthetics — Amides,N01BB02,Slides,Xylocaine,14,Anesthetics,ANES,Most widely used LA; rapid onset; intermediate duration; also antiarrhythmic (Ib)
Bupivacaine,,True,Local Anesthetics — Amides,N01BB01,Slides,Marcaine,14,Anesthetics,ANES,High potency; slow onset; long duration; cardiotoxicity risk
Mepivacaine,,True,Local Anesthetics — Amides,N01BB03,Slides,Carbocaine,14,Anesthetics,ANES,Low potency; moderate onset; intermediate duration
Ropivacaine,,True,Local Anesthetics — Amides,N01BB09,Slides,Naropin,14,Anesthetics,ANES,High potency; moderate onset; long duration; less cardiotoxic than bupivacaine
Prilocaine,,True,Local Anesthetics — Amides,N01BB04,Slides,Citanest,14,Anesthetics,ANES,Mentioned in comparison table; risk of methemoglobinemia
Procaine,,True,Local Anesthetics — Esters,N01BA02,Slides,Novocaine,14,Anesthetics,ANES,Low potency; rapid onset; short duration
Chloroprocaine,,True,Local Anesthetics — Esters,N01BA04,Slides,Nesacaine,14,Anesthetics,ANES,Low potency; rapid onset; short duration; fastest metabolism
Tetracaine,,True,Local Anesthetics — Esters,N01BA03,Slides,Pontocaine,14,Anesthetics,ANES,High potency; slow onset; long duration (spinal)
Cocaine,,True,Local Anesthetics — Esters,N01BC01,Slides,—,14,Anesthetics,ANES,Historical; vasoconstrictor properties; topical ENT use only; abuse potential
Sugammadex,,True,NMB Reversal Agents,V03AB35,ATC,Bridion,14,Anesthetics,ANES,Selective reversal of rocuronium/vecuronium; cyclodextrin encapsulation; approved US 2015
Remimazolam,,True,Benzodiazepines (Anesthetic use),N05CD13,ATC,Byfavo,14,Anesthetics,ANES,Ultra-short BZD for procedural sedation; ester metabolism; approved 2020
Levobupivacaine,,True,Local Anesthetics — Amides,N01BB10,ATC,Chirocaine,14,Anesthetics,ANES,S-enantiomer of bupivacaine; less cardiotoxic; similar efficacy
Articaine,,True,Local Anesthetics — Amides,N01BB08,ATC,"Septocaine, Ultracain",14,Anesthetics,ANES,Thiophene ring; popular in dental anesthesia; rapid onset
Esketamine,,False,Ketamine (Phencyclidine derivative),N01AX14,ATC,"Ketanest-S, Spravato (nasal)",14,Anesthetics,ANES,S-enantiomer of ketamine; also approved for treatment-resistant depression (N06AX27)
Dantrolene,,True,NMB Reversal Agents,M03CA01,Slides+ATC,Dantrium,14,Anesthetics,ANES,Treats malignant hyperthermia; blocks intracellular Ca²⁺ release in skeletal muscle
Diphenhydramine,,True,H1 First Generation,R06AA02,Slides,Benadryl,15,Antihistamines (H1),ALRG,Strong sedation + anticholinergic; OTC sleep aid; also antiemetic
Promethazine,,True,H1 First Generation,R06AD02,Slides,Phenergan,15,Antihistamines (H1),ALRG,Strong sedation; alpha-adrenergic blockade → hypotension; phenothiazine derivative
Chlorpheniramine,,True,H1 First Generation,R06AB04,Slides,Chlor-Trimeton,15,Antihistamines (H1),ALRG,Substituted alkylamine; common in cold medications
Brompheniramine,,True,H1 First Generation,R06AB01,Slides,Dimetapp,15,Antihistamines (H1),ALRG,Similar to chlorpheniramine
Hydroxyzine,,True,H1 First Generation,N05BB01,Slides,"Atarax, Vistaril",15,Antihistamines (H1),ALRG,Piperazine derivative; anxiolytic properties; parent of cetirizine
Clemastine,,True,H1 First Generation,R06AA04,Slides,"Tavegyl, Tavist",15,Antihistamines (H1),ALRG,Ethanolamine derivative; moderate sedation
Cyclizine,,True,H1 First Generation,R06AE03,Slides,Marezine,15,Antihistamines (H1),ALRG,Piperazine; primarily antiemetic/motion sickness
Cyproheptadine,,True,H1 First Generation,R06AX02,Slides,Periactin,15,Antihistamines (H1),ALRG,Serotonin antagonist → appetite stimulant; used in children for weight gain
Dimenhydrinate,,True,H1 First Generation,R06AA52,Slides,Dramamine,15,Antihistamines (H1),ALRG,Diphenhydramine + 8-chlorotheophylline; motion sickness
Doxylamine,,True,H1 First Generation,R06AA09,Slides,Unisom,15,Antihistamines (H1),ALRG,Strong sedation; OTC sleep aid; combined with pyridoxine for pregnancy nausea
Meclizine,,True,H1 First Generation,R06AE05,Slides,"Antivert, Bonine",15,Antihistamines (H1),ALRG,Motion sickness and vertigo; less sedating than other 1st gen
Loratadine,,True,H1 Second Generation,R06AX13,Slides,Claritin,15,Antihistamines (H1),ALRG,Non-sedating; OTC; hepatic metabolism (CYP)
Fexofenadine,,True,H1 Second Generation,R06AX26,Slides,"Allegra, Telfast",15,Antihistamines (H1),ALRG,Non-sedating; active metabolite of terfenadine; no cardiac effects
Cetirizine,,True,H1 Second Generation,R06AE07,Slides,Zyrtec,15,Antihistamines (H1),ALRG,Active metabolite of hydroxyzine; weak sedation potential; rapid onset
Desloratadine,,True,H1 Second Generation,R06AX27,Slides,"Aerius, Clarinex",15,Antihistamines (H1),ALRG,Active metabolite of loratadine; non-sedating
Levocetirizine,,True,H1 Second Generation,R06AE09,Slides,Xyzal,15,Antihistamines (H1),ALRG,R-enantiomer of cetirizine; slightly more potent
Acrivastine,,True,H1 Second Generation,R06AX18,Slides,Semprex-D,15,Antihistamines (H1),ALRG,Short-acting; weak sedation potential
Bilastine,,True,H1 Second Generation,R06AX29,ATC,"Blexten, Ilaxten",15,Antihistamines (H1),ALRG,Non-sedating 2nd gen; does not cross BBB; no CYP metabolism; approved EU 2010
Rupatadine,,True,H1 Second Generation,R06AX28,ATC,"Rupafin, Wystamm",15,Antihistamines (H1),ALRG,Dual H1 + PAF (platelet-activating factor) antagonist; approved EU 2003
Cimetidine,,True,H2 Receptor Blockers,A02BA01,Slides,Tagamet,16,GI Drugs,GI,"First H2 blocker; endocrine side effects (gynecomastia, impotence); CYP inhibitor; less used now"
Famotidine,,True,H2 Receptor Blockers,A02BA03,Slides,Pepcid,16,GI Drugs,GI,Most commonly used H2 blocker today; well tolerated; OTC available
Nizatidine,,True,H2 Receptor Blockers,A02BA04,Slides,Axid,16,GI Drugs,GI,Similar to ranitidine; fewer drug interactions than cimetidine
Ranitidine,,True,H2 Receptor Blockers,A02BA02,Slides,Zantac,16,GI Drugs,GI,WITHDRAWN 2020 — NDMA contamination; was most popular H2 blocker
Omeprazole,,True,Proton Pump Inhibitors (PPIs),A02BC01,Slides,"Prilosec, Losec",16,GI Drugs,GI,First PPI; OTC available; CYP2C19 substrate; CI with clopidogrel
Esomeprazole,,True,Proton Pump Inhibitors (PPIs),A02BC05,Slides,Nexium,16,GI Drugs,GI,S-enantiomer of omeprazole; slightly better bioavailability
Lansoprazole,,True,Proton Pump Inhibitors (PPIs),A02BC03,Slides,Prevacid,16,GI Drugs,GI,Also available as orally disintegrating tablet
Dexlansoprazole,,True,Proton Pump Inhibitors (PPIs),A02BC06,Slides,Dexilant,16,GI Drugs,GI,R-enantiomer of lansoprazole; dual delayed-release
Pantoprazole,,True,Proton Pump Inhibitors (PPIs),A02BC02,Slides,"Protonix, Controloc",16,GI Drugs,GI,Available IV; less CYP interaction; preferred in hospital
Rabeprazole,,True,Proton Pump Inhibitors (PPIs),A02BC04,Slides,"Aciphex, Pariet",16,GI Drugs,GI,Non-enzymatic activation; less dependent on CYP2C19 genotype
Misoprostol,,True,Prostaglandin Analogs (GI protective),A02BB01,Slides,Cytotec,16,GI Drugs,GI,PGE1 analog; prevents NSAID ulcers; CI in pregnancy (abortifacient); diarrhea common
Dicyclomine,,True,Antimuscarinic Agents (GI),A03AA07,Slides,Bentyl,16,GI Drugs,GI,Antispasmodic; blocks muscarinic receptors in GI; also used for IBS cramps
Aluminum hydroxide,,True,Antacids,A02AB01,Slides,Alternagel,16,GI Drugs,GI,Causes constipation; also used as adsorbent antidiarrheal; binds phosphate
Calcium carbonate,,True,Antacids,A02AC01,Slides,Tums,16,GI Drugs,GI,Fast acting; calcium supplement; may cause rebound acid secretion
Magnesium hydroxide,,True,Antacids,A02AA04,Slides,Milk of Magnesia,16,GI Drugs,GI,Causes diarrhea (osmotic); also saline laxative
Sodium bicarbonate,,True,Antacids,A02AH,Slides,Various,16,GI Drugs,GI,Fast acting; systemic absorption; risk of alkalosis; avoid chronic use
Sucralfate,,True,Mucosal Protective Agents,A02BX02,Slides,Carafate,16,GI Drugs,GI,Al-sucrose sulfate; forms gel barrier over ulcer; CI with antacids/PPI/H2; interferes drug absorption
Bismuth subsalicylate,,True,Mucosal Protective Agents,A02BX05,Slides,Pepto-Bismol,16,GI Drugs,GI,Antibacterial + anti-pepsin + mucosal coat; part of H. pylori therapy; contains salicylate
Diphenoxylate,,False,Antimotility Agents (Opioid-like),A07DA01,Slides,Lomotil (+ atropine),16,GI Drugs,GI,Opioid-like; combined with atropine to prevent abuse; not for children
Loperamide,,False,Antimotility Agents (Opioid-like),A07DA03,Slides,Imodium,16,GI Drugs,GI,Does not cross BBB; OTC; most commonly used antidiarrheal; no CNS effects
Bisacodyl,,True,Stimulant Laxatives,A06AB02,Slides,"Correctol, Dulcolax",16,GI Drugs,GI,Stimulates colonic peristalsis; oral or rectal
Senna,,True,Stimulant Laxatives,A06AB06,Slides,"Ex-Lax, Senokot",16,GI Drugs,GI,Plant-derived; combined with opioids to prevent constipation; acts in ~8h
Castor oil,,True,Stimulant Laxatives,A06AB05,Slides,—,16,GI Drugs,GI,Ricinoleic acid irritates intestine; CI in pregnancy (uterine contractions)
Psyllium,,True,Bulk Laxatives,A06AC01,Slides,"Metamucil, Fiberall",16,GI Drugs,GI,Soluble fiber; absorbs water; requires adequate fluid; safest laxative class
Methylcellulose,,True,Bulk Laxatives,A06AC06,Slides,Citrucel,16,GI Drugs,GI,Semi-synthetic fiber; less gas/bloating than psyllium
Polyethylene glycol,,True,Osmotic / Saline Laxatives,A06AD65,Slides,"Miralax, Golytely, Moviprep",16,GI Drugs,GI,Osmotic; also bowel prep for colonoscopy; very well tolerated
Lactulose,,True,Osmotic / Saline Laxatives,A06AD11,Slides,"Constulose, Kristalose",16,GI Drugs,GI,Synthetic disaccharide; also used for hepatic encephalopathy (reduces ammonia)
Magnesium citrate,,True,Osmotic / Saline Laxatives,A06AD19,Slides,Citroma,16,GI Drugs,GI,Saline laxative; rapid effect; caution in renal impairment
Docusate,,True,Stool Softeners / Lubricants,A06AA02,Slides,"Colace, Docu-Soft",16,GI Drugs,GI,Surfactant; softens stool; often combined with stimulant laxative
Lubiprostone,,True,Chloride Channel Activators,A06AX03,Slides,Amitiza,16,GI Drugs,GI,"ClC-2 activator; prostaglandin-like; for chronic constipation, IBS-C; nausea common"
Vonoprazan,,True,Potassium-Competitive Acid Blockers (P-CABs),A02BX13,ATC,Voquezna,16,GI Drugs,GI,P-CAB; reversible pump inhibition; faster onset than PPI; approved US 2022 for H. pylori
Linaclotide,,True,Guanylate Cyclase-C Agonists,A06AX04,ATC,Linzess,16,GI Drugs,GI,GC-C agonist; for IBS-C and chronic constipation; approved 2012
Plecanatide,,True,Guanylate Cyclase-C Agonists,A06AX05,ATC,Trulance,16,GI Drugs,GI,GC-C agonist; uroguanylin analog; approved 2017
Naloxegol,,False,Peripherally Acting Mu-Opioid Antagonists (PAMORA),A06AH03,ATC,Movantik,16,GI Drugs,GI,Peripheral mu-opioid antagonist; for opioid-induced constipation; approved 2014
Prucalopride,,True,Stimulant Laxatives,A06AX05,ATC,"Motegrity, Resolor",16,GI Drugs,GI,5-HT4 receptor agonist; for chronic constipation; approved US 2018
Albuterol (salbutamol),,True,SABA,R03CC02,Slides,"ProAir, Proventil, Ventolin",17,Respiratory,RESP,Most common rescue inhaler; also nebulized
Levalbuterol,,True,SABA,R03CC,Slides,Xopenex,17,Respiratory,RESP,R-enantiomer of albuterol; fewer cardiac side effects
Salmeterol,,True,LABA,R03AC12,Slides,Serevent,17,Respiratory,RESP,12h duration; always with ICS in asthma
Formoterol,,True,LABA,R03AC13,Slides,"Foradil, Perforomist",17,Respiratory,RESP,12h; fast onset (can be used as needed in some protocols)
Indacaterol,,True,LABA,R03AC18,Slides,Arcapta,17,Respiratory,RESP,24h; once-daily; COPD only
Arformoterol,,True,LABA,R03AC,Slides,Brovana,17,Respiratory,RESP,R-enantiomer of formoterol; nebulized; COPD
Fluticasone,,False,ICS,R03BA05,Slides,"Flovent, Flonase",17,Respiratory,RESP,Most commonly used ICS; nasal + inhaled forms
Budesonide,,False,ICS,R03BA02,Slides,"Pulmicort, Rhinocort",17,Respiratory,RESP,Nebulized form available for children
Beclomethasone,,False,ICS,R03BA01,Slides,"QVAR, Beconase AQ",17,Respiratory,RESP,Older ICS; still used
Mometasone,,False,ICS,R03BA07,Slides,"Asmanex, Nasonex",17,Respiratory,RESP,Once-daily; nasal + inhaled
Ciclesonide,,False,ICS,R03BA08,Slides,"Alvesco, Omnaris, Zetonna",17,Respiratory,RESP,Prodrug; activated in lungs; fewer local side effects
Triamcinolone,,False,ICS,R03BA06,Slides,Nasacort AQ,17,Respiratory,RESP,Nasal spray for allergic rhinitis
